Dependency=Federal Poverty Level	Dependency=Geometry Building Type RECS	Dependency=State	Dependency=Tenure	Dependency=Vintage	Option=EF 6.7	Option=EF 10.2	Option=EF 10.5	Option=EF 15.9	Option=EF 17.6	Option=EF 19.9	Option=EF 21.9	Option=None	Option=Void	source_count	source_weight	sampling_probability
0-100%	Mobile Home	AR	Owner	1980s	0	0	0	0.000690755	0.164252	0.0242678	0	0.81079	0	0.645737	56.9534	2.43022e-05
0-100%	Mobile Home	AR	Owner	1990s	0	0	0	0.00852543	0.138778	0.0126593	0	0.840037	0	0.710311	59.3253	3.75281e-05
0-100%	Mobile Home	AR	Owner	2000s	0	0	0	0.0302388	0.215569	0.00948255	0	0.74471	0	0.581163	47.4429	1.79242e-05
0-100%	Mobile Home	AR	Owner	2010s	0	0	0	0	0.169345	0.0209139	0	0.809741	0	0.452016	22.3874	5.32452e-06
0-100%	Mobile Home	AR	Owner	<1940	0	0	0	0.00894092	0.252584	0.0495601	0	0.688915	0	2.626	1.96992e-19	1.00011e-06
0-100%	Mobile Home	AR	Renter	1940s	0	0	0	0	0	0	0	1	0	5.07	2.93721e-18	2.96667e-07
0-100%	Mobile Home	AR	Renter	1950s	0	0	0	0	0	0	0	1	0	4.82065	2.93721e-18	6.32195e-07
0-100%	Mobile Home	AR	Renter	1960s	0	0	0	0	0	0	0	1	0	6.27516	139.954	3.6118e-06
0-100%	Mobile Home	AR	Renter	1970s	0	0	0	0	0	0	0	1	0	0.748032	677.412	1.46275e-05
0-100%	Mobile Home	AR	Renter	1980s	0	0	0	0	0	0	0	1	0	1.24672	849.192	1.79523e-05
0-100%	Mobile Home	AR	Renter	1990s	0	0	0	0	0	0	0	1	0	1.37139	884.558	2.83587e-05
0-100%	Mobile Home	AR	Renter	2000s	0	0	0	0	0	0	0	1	0	1.12205	707.388	1.67638e-05
0-100%	Mobile Home	AR	Renter	2010s	0	0	0	0	0	0	0	1	0	0.872704	333.803	4.35822e-06
0-100%	Mobile Home	AR	Renter	<1940	0	0	0	0	0	0	0	1	0	5.07	2.93721e-18	6.21322e-07
0-100%	Mobile Home	AZ	Not Available	1940s	0	0	0	0	0	0	0	0	1	1.06554	4.86884e-18	0
0-100%	Mobile Home	AZ	Not Available	1950s	0	0	0	0	0	0	0	0	1	1.49964	430.204	0
0-100%	Mobile Home	AZ	Not Available	1960s	0	0	0	0	0	0	0	0	1	2.28893	1231.36	0
0-100%	Mobile Home	AZ	Not Available	1970s	0	0	0	0	0	0	0	0	1	0.473571	1892.61	0
0-100%	Mobile Home	AZ	Not Available	1980s	0	0	0	0	0	0	0	0	1	0.434107	3698.18	0
0-100%	Mobile Home	AZ	Not Available	1990s	0	0	0	0	0	0	0	0	1	0.710357	2092.26	0
0-100%	Mobile Home	AZ	Not Available	2000s	0	0	0	0	0	0	0	0	1	0.394643	1267.2	0
0-100%	Mobile Home	AZ	Not Available	2010s	0	0	0	0	0	0	0	0	1	3.78857	1079.4	0
0-100%	Mobile Home	AZ	Not Available	<1940	0	0	0	0	0	0	0	0	1	1.06554	4.86884e-18	0
0-100%	Mobile Home	AZ	Owner	1940s	0	0	0	0.00981073	0.0338116	0.0151989	0	0.941179	0	1.32244	2.44889e-18	7.15576e-07
0-100%	Mobile Home	AZ	Owner	1950s	0.109643	0.0120666	0.0374473	0.00666852	0.0543368	0.070571	0	0.709267	0	1.86122	216.38	4.60734e-06
0-100%	Mobile Home	AZ	Owner	1960s	0.188475	0.0247291	0.0729205	0.0117896	0.0277983	0.0410297	0	0.633258	0	2.84081	619.338	2.06814e-05
0-100%	Mobile Home	AZ	Owner	1970s	0	0	0	0	0.0642067	0.0892672	0	0.846526	0	0.587753	951.929	6.85187e-05
0-100%	Mobile Home	AZ	Owner	1980s	0	0	0	0.00482138	0.0320573	0	0	0.963121	0	0.538774	1860.08	5.55435e-05
0-100%	Mobile Home	AZ	Owner	1990s	0	0	0	0.0129411	0.129383	0.151077	0	0.706599	0	0.88163	1052.35	5.53509e-05
0-100%	Mobile Home	AZ	Owner	2000s	0.258884	0.046301	0.112954	0.00693594	0.0629182	0.0604162	0	0.451591	0	0.489794	637.364	2.58979e-05
0-100%	Mobile Home	AZ	Owner	2010s	0.0394917	0.00706301	0.0190188	0.00670819	0.0411265	0.111992	0	0.774599	0	4.70203	542.908	6.77148e-06
0-100%	Mobile Home	AZ	Owner	<1940	0	0	0	0.00981073	0.0338116	0.0151989	0	0.941179	0	1.32244	2.44889e-18	1.37593e-06
0-100%	Mobile Home	AZ	Renter	1940s	0	0	0	0.0420631	0.0081087	0.0152193	0	0.934609	0	0.697169	4.11719e-19	3.89849e-07
0-100%	Mobile Home	AZ	Renter	1950s	0.0898305	0.00988619	0.0314492	0.0304197	0.0138645	0.0751853	0	0.749365	0	0.981201	36.3789	2.53583e-06
0-100%	Mobile Home	AZ	Renter	1960s	0.152955	0.0200687	0.0606603	0.0532712	0.0070258	0.0432984	0	0.662721	0	1.49762	104.126	9.57698e-06
0-100%	Mobile Home	AZ	Renter	1970s	0	0	0	0	0.0162873	0.094549	0	0.889164	0	0.309853	160.043	2.83111e-05
0-100%	Mobile Home	AZ	Renter	1980s	0	0	0	0.0209914	0.00780696	0	0	0.971202	0	0.284032	312.726	2.54063e-05
0-100%	Mobile Home	AZ	Renter	1990s	0	0	0	0.05906	0.0330281	0.161028	0	0.746883	0	0.464779	176.925	2.58897e-05
0-100%	Mobile Home	AZ	Renter	2000s	0.227073	0.0406115	0.101556	0.0338724	0.0171871	0.0689089	0	0.510792	0	0.258211	107.157	1.61025e-05
0-100%	Mobile Home	AZ	Renter	2010s	0.0313245	0.00560233	0.0154635	0.0296256	0.0101594	0.115513	0	0.792312	0	2.47882	91.2764	4.16494e-06
0-100%	Mobile Home	AZ	Renter	<1940	0	0	0	0.0420631	0.0081087	0.0152193	0	0.934609	0	0.697169	4.11719e-19	7.35232e-07
0-100%	Mobile Home	CA	Not Available	1940s	0	0	0	0	0	0	0	0	1	3.25548	2.78865e-18	0
0-100%	Mobile Home	CA	Not Available	1950s	0	0	0	0	0	0	0	0	1	3.1374	2.78865e-18	0
0-100%	Mobile Home	CA	Not Available	1960s	0	0	0	0	0	0	0	0	1	0.168678	1845.11	0
0-100%	Mobile Home	CA	Not Available	1970s	0	0	0	0	0	0	0	0	1	0.320487	6281.01	0
0-100%	Mobile Home	CA	Not Available	1980s	0	0	0	0	0	0	0	0	1	0.236149	3264.93	0
0-100%	Mobile Home	CA	Not Available	1990s	0	0	0	0	0	0	0	0	1	0.320487	335.119	0
0-100%	Mobile Home	CA	Not Available	2000s	0	0	0	0	0	0	0	0	1	0.168678	820.628	0
0-100%	Mobile Home	CA	Not Available	2010s	0	0	0	0	0	0	0	0	1	1.70364	242.24	0
0-100%	Mobile Home	CA	Not Available	<1940	0	0	0	0	0	0	0	0	1	3.25548	2.78865e-18	0
0-100%	Mobile Home	CA	Owner	1940s	0.0776689	0.0130576	0.0366638	0.134602	0.0560781	0.147461	0.0220078	0.512462	0	4.62272	1.55759e-18	4.83497e-06
0-100%	Mobile Home	CA	Owner	1950s	0.0594054	0.00968764	0.026253	0.114328	0.0753651	0.208114	0.0254254	0.481422	0	4.45506	1.55759e-18	1.79175e-05
0-100%	Mobile Home	CA	Owner	1960s	0	0	0	0	0	0	0	1	0	0.239519	1030.58	4.81393e-05
0-100%	Mobile Home	CA	Owner	1970s	0	0	0	0.0535058	0.0890097	0.207101	0.00122746	0.649156	0	0.455086	3508.23	0.000147486
0-100%	Mobile Home	CA	Owner	1980s	0	0	0	0.0270543	0.0596044	0.0841619	0	0.829179	0	0.335327	1823.61	6.73853e-05
0-100%	Mobile Home	CA	Owner	1990s	0.190104	0.0378232	0.0920197	0.126558	0.0567297	0.111656	0	0.38511	0	0.455086	187.179	4.09167e-05
0-100%	Mobile Home	CA	Owner	2000s	0.142719	0.0174731	0.0527405	0.0214994	0.000305498	0	0	0.765263	0	0.239519	458.358	3.77953e-05
0-100%	Mobile Home	CA	Owner	2010s	0.0649433	0.0106746	0.029156	0.122904	0.0778305	0.168452	0.0119666	0.514073	0	2.41914	135.302	8.00511e-06
0-100%	Mobile Home	CA	Owner	<1940	0.0776689	0.0130576	0.0366638	0.134602	0.0560781	0.147461	0.0220078	0.512462	0	4.62272	1.55759e-18	3.17372e-06
0-100%	Mobile Home	CA	Renter	1940s	0.0219569	0.00369135	0.0144525	0.149354	0.0871665	0.110199	0.000548365	0.612632	0	4.27682	1.77992e-19	3.50418e-06
0-100%	Mobile Home	CA	Renter	1950s	0.0167008	0.00272351	0.0102914	0.126155	0.116497	0.154665	0.000630012	0.572337	0	4.12171	1.77992e-19	1.12949e-05
0-100%	Mobile Home	CA	Renter	1960s	0	0	0	0	0	0	0	1	0	0.221597	117.768	3.23917e-05
0-100%	Mobile Home	CA	Renter	1970s	0	0	0	0.0526063	0.122593	0.137137	2.71003e-05	0.687636	0	0.421034	400.9	9.34196e-05
0-100%	Mobile Home	CA	Renter	1980s	0	0	0	0.0255089	0.0787272	0.0534451	0	0.842319	0	0.310236	208.392	4.99598e-05
0-100%	Mobile Home	CA	Renter	1990s	0.0615502	0.012246	0.0415433	0.16083	0.100991	0.0955648	0	0.527275	0	0.421034	21.3897	2.96661e-05
0-100%	Mobile Home	CA	Renter	2000s	0.0401355	0.00491378	0.0206811	0.0237311	0.000472378	0	0	0.910066	0	0.221597	52.3785	2.89404e-05
0-100%	Mobile Home	CA	Renter	2010s	0.0178079	0.00292704	0.0111478	0.132278	0.117344	0.122105	0.000289214	0.5961	0	2.23813	15.4615	5.67666e-06
0-100%	Mobile Home	CA	Renter	<1940	0.0219569	0.00369135	0.0144525	0.149354	0.0871665	0.110199	0.000548365	0.612632	0	4.27682	1.77992e-19	3.39262e-06
0-100%	Mobile Home	CO	Not Available	1940s	0	0	0	0	0	0	0	0	1	9.23994	2.37019e-18	0
0-100%	Mobile Home	CO	Not Available	1950s	0	0	0	0	0	0	0	0	1	4.93319	2.37019e-18	0
0-100%	Mobile Home	CO	Not Available	1960s	0	0	0	0	0	0	0	0	1	7.12571	2.37019e-18	0
0-100%	Mobile Home	CO	Not Available	1970s	0	0	0	0	0	0	0	0	1	2.03592	880.758	0
0-100%	Mobile Home	CO	Not Available	1980s	0	0	0	0	0	0	0	0	1	1.09626	385.679	0
0-100%	Mobile Home	CO	Not Available	1990s	0	0	0	0	0	0	0	0	1	1.6444	605.219	0
0-100%	Mobile Home	CO	Not Available	2000s	0	0	0	0	0	0	0	0	1	0.783045	473.347	0
0-100%	Mobile Home	CO	Not Available	2010s	0	0	0	0	0	0	0	0	1	9.39655	160.081	0
0-100%	Mobile Home	CO	Not Available	<1940	0	0	0	0	0	0	0	0	1	9.23994	2.37019e-18	0
0-100%	Mobile Home	CO	Owner	1940s	0	0	0	0.0723811	0.0860811	0	0	0.841538	0	4.45993	1.39293e-18	5.45348e-07
0-100%	Mobile Home	CO	Owner	1950s	0	0	0	0.0715644	0.118914	0	0	0.809522	0	2.38115	1.39293e-18	1.77741e-06
0-100%	Mobile Home	CO	Owner	1960s	0	0	0	0.09298	0.153438	0	0	0.753583	0	3.43944	1.39293e-18	6.80654e-06
0-100%	Mobile Home	CO	Owner	1970s	0	0	0	0.021397	0.0880573	0	0	0.890546	0	0.982696	517.612	2.74993e-05
0-100%	Mobile Home	CO	Owner	1980s	0	0	0	0	0.0297813	0	0	0.970219	0	0.529144	226.659	1.23804e-05
0-100%	Mobile Home	CO	Owner	1990s	0	0	0	0.0433209	0.163885	0	0	0.792794	0	0.793716	355.68	1.58421e-05
0-100%	Mobile Home	CO	Owner	2000s	0	0	0	0.0495246	0.202429	0	0	0.748046	0	0.37796	278.181	5.88037e-06
0-100%	Mobile Home	CO	Owner	2010s	0	0	0	0.0480408	0.201444	0	0	0.750516	0	4.53552	94.0778	3.6334e-06
0-100%	Mobile Home	CO	Owner	<1940	0	0	0	0.0723811	0.0860811	0	0	0.841538	0	4.45993	1.39293e-18	1.03274e-06
0-100%	Mobile Home	CO	Renter	1940s	0	0	0	0	0.0163232	0.139992	0.0838614	0.759824	0	0.798712	1.29108e-19	2.86527e-07
0-100%	Mobile Home	CO	Renter	1950s	0	0	0	0	0.0203737	0.2146	0.104625	0.660401	0	0.426431	1.29108e-19	1.172e-06
0-100%	Mobile Home	CO	Renter	1960s	0	0	0	0	0.0325921	0.205235	0	0.762173	0	0.615956	1.29108e-19	3.66158e-06
0-100%	Mobile Home	CO	Renter	1970s	0	0	0	0	0.0189978	0.0661813	0	0.914821	0	0.175987	47.9763	1.62243e-05
0-100%	Mobile Home	CO	Renter	1980s	0	0	0	0	0.00604595	0.0561061	0	0.937848	0	0.0947625	21.0085	7.39384e-06
0-100%	Mobile Home	CO	Renter	1990s	0	0	0	0	0.0289026	0.150258	0.155105	0.665734	0	0.142144	32.9672	9.90284e-06
0-100%	Mobile Home	CO	Renter	2000s	0	0	0	0	0.0537769	0	0	0.946223	0	0.0676875	25.784	5.47393e-06
0-100%	Mobile Home	CO	Renter	2010s	0	0	0	0	0.0250516	0.317593	0.212946	0.444409	0	0.81225	8.71987	1.98697e-06
0-100%	Mobile Home	CO	Renter	<1940	0	0	0	0	0.0163232	0.139992	0.0838614	0.759824	0	0.798712	1.29108e-19	8.34938e-07
0-100%	Mobile Home	CT	Not Available	1940s	0	0	0	0	0	0	0	0	1	9.72108e-20	1.16069e-57	0
0-100%	Mobile Home	CT	Not Available	1950s	0	0	0	0	0	0	0	0	1	4.4818e-20	1.16069e-57	0
0-100%	Mobile Home	CT	Not Available	1960s	0	0	0	0	0	0	0	0	1	3.66119e-20	1.16069e-57	0
0-100%	Mobile Home	CT	Not Available	1970s	0	0	0	0	0	0	0	0	1	4.73429e-21	1.16069e-57	0
0-100%	Mobile Home	CT	Not Available	1980s	0	0	0	0	0	0	0	0	1	3.15619e-21	7.03557e-38	0
0-100%	Mobile Home	CT	Not Available	1990s	0	0	0	0	0	0	0	0	1	3.78743e-21	5.80339e-38	0
0-100%	Mobile Home	CT	Not Available	2000s	0	0	0	0	0	0	0	0	1	3.15619e-21	6.48571e-38	0
0-100%	Mobile Home	CT	Not Available	2010s	0	0	0	0	0	0	0	0	1	2.58808e-20	1.16069e-57	0
0-100%	Mobile Home	CT	Not Available	<1940	0	0	0	0	0	0	0	0	1	9.72108e-20	1.16069e-57	0
0-100%	Mobile Home	CT	Owner	1940s	0.0922335	0.0156055	0.0398703	0.0221535	0	0	0	0.830137	0	8.42494e-20	1.16069e-57	2.68159e-07
0-100%	Mobile Home	CT	Owner	1950s	0.188698	0.0324939	0.0821702	0.0347022	0	0	0	0.661935	0	3.88422e-20	1.16069e-57	5.28436e-07
0-100%	Mobile Home	CT	Owner	1960s	0.155336	0.0278469	0.0688342	0.0393412	0	0	0	0.708641	0	3.17303e-20	1.16069e-57	7.88471e-07
0-100%	Mobile Home	CT	Owner	1970s	0.258176	0.0478376	0.112454	0.00694514	0	0	0	0.574587	0	4.10305e-21	1.16069e-57	2.21038e-06
0-100%	Mobile Home	CT	Owner	1980s	0	0	0	0	0	0	0	1	0	2.73537e-21	7.03557e-38	1.84474e-06
0-100%	Mobile Home	CT	Owner	1990s	0	0	0	0	0	0	0	1	0	3.28244e-21	5.80339e-38	4.6029e-07
0-100%	Mobile Home	CT	Owner	2000s	0	0	0	0.00548418	0	0	0	0.994516	0	2.73537e-21	6.48571e-38	1.04173e-06
0-100%	Mobile Home	CT	Owner	2010s	0	0	0.002471	0.0245673	0	0	0	0.972962	0	2.243e-20	1.16069e-57	1.75454e-07
0-100%	Mobile Home	CT	Owner	<1940	0.0922335	0.0156055	0.0398703	0.0221535	0	0	0	0.830137	0	8.42494e-20	1.16069e-57	1.62413e-07
0-100%	Mobile Home	CT	Renter	1940s	0	0	0	0.0101658	0.042257	0	0	0.947577	0	9.72108e-20	1.16069e-57	1.02028e-07
0-100%	Mobile Home	CT	Renter	1950s	0	0	0	0.0197036	0.0453894	0	0	0.934907	0	4.4818e-20	1.16069e-57	1.32936e-07
0-100%	Mobile Home	CT	Renter	1960s	0	0	0	0.0207066	0.0514982	0	0	0.927795	0	3.66119e-20	1.16069e-57	2.74691e-07
0-100%	Mobile Home	CT	Renter	1970s	0	0	0	0.00479282	0.00885548	0	0	0.986352	0	4.73429e-21	1.16069e-57	7.68119e-07
0-100%	Mobile Home	CT	Renter	1980s	0	0	0	0	0	0	0	1	0	3.15619e-21	7.03557e-38	6.73193e-07
0-100%	Mobile Home	CT	Renter	1990s	0	0	0	0	0	0	0	1	0	3.78743e-21	5.80339e-38	1.50923e-07
0-100%	Mobile Home	CT	Renter	2000s	0	0	0	0.00213492	0.0348176	0	0	0.963047	0	3.15619e-21	6.48571e-38	4.44729e-07
0-100%	Mobile Home	CT	Renter	2010s	0	0	0	0.00963574	0.0410965	0	0	0.949268	0	2.58808e-20	1.16069e-57	7.46669e-08
0-100%	Mobile Home	CT	Renter	<1940	0	0	0	0.0101658	0.042257	0	0	0.947577	0	9.72108e-20	1.16069e-57	2.84719e-07
0-100%	Mobile Home	DC	Not Available	1940s	0	0	0	0	0	0	0	0	1	15.091	4.7619e-18	0
0-100%	Mobile Home	DC	Not Available	1950s	0	0	0	0	0	0	0	0	1	11.8864	4.7619e-18	0
0-100%	Mobile Home	DC	Not Available	1960s	0	0	0	0	0	0	0	0	1	13.7509	4.7619e-18	0
0-100%	Mobile Home	DC	Not Available	1970s	0	0	0	0	0	0	0	0	1	2.15586	4.7619e-18	0
0-100%	Mobile Home	DC	Not Available	1980s	0	0	0	0	0	0	0	0	1	2.56373	4.7619e-18	0
0-100%	Mobile Home	DC	Not Available	1990s	0	0	0	0	0	0	0	0	1	3.96213	4.7619e-18	0
0-100%	Mobile Home	DC	Not Available	2000s	0	0	0	0	0	0	0	0	1	2.03933	4.7619e-18	0
0-100%	Mobile Home	DC	Not Available	2010s	0	0	0	0	0	0	0	0	1	1.10706	4.7619e-18	0
0-100%	Mobile Home	DC	Not Available	<1940	0	0	0	0	0	0	0	0	1	15.091	4.7619e-18	0
0-100%	Mobile Home	DC	Owner	1940s	0	0	0	0.0215111	0.14816	0.0636717	0.00433374	0.762323	0	9.80918	4.7619e-18	0
0-100%	Mobile Home	DC	Owner	1950s	0	0	0	0.0241343	0.135974	0.0516556	0.00589124	0.782345	0	7.72615	4.7619e-18	0
0-100%	Mobile Home	DC	Owner	1960s	0	0	0	0.0370346	0.19347	0.112024	0.0113426	0.646128	0	8.93809	4.7619e-18	0
0-100%	Mobile Home	DC	Owner	1970s	0	0	0	0.00131636	0.0442211	0.0226001	0.00710373	0.924759	0	1.40131	4.7619e-18	0
0-100%	Mobile Home	DC	Owner	1980s	0	0	0	0.00707282	0.153208	0.0745559	0	0.765164	0	1.66642	4.7619e-18	0
0-100%	Mobile Home	DC	Owner	1990s	0	0	0	0.00521613	0.148548	0.0695944	0.00340341	0.773238	0	2.57538	4.7619e-18	0
0-100%	Mobile Home	DC	Owner	2000s	0	0	0	0.00374002	0.0434985	0	0	0.952762	0	1.32556	4.7619e-18	0
